Date,Ret_m_Rf_dvdy
25/05/00,-0.012699349
26/05/00,-0.002626892
30/05/00,0.031642766
31/05/00,-0.001391638
01/06/00,0.019592477
02/06/00,0.019375663
05/06/00,-0.006610962
06/06/00,-0.006763787
07/06/00,0.009160475
08/06/00,-0.006678279
09/06/00,-0.003305265
12/06/00,-0.007614845
13/06/00,0.016009419
14/06/00,0.000677578
15/06/00,0.005483098
16/06/00,-0.009767844
19/06/00,0.014530606
20/06/00,-0.006856923
21/06/00,0.00208147
22/06/00,-0.018458961
23/06/00,-0.007466356
26/06/00,0.009477834
27/06/00,-0.003346942
28/06/00,0.002868523
29/06/00,-0.008651467
30/06/00,0.008358669
03/07/00,0.010124408
05/07/00,-0.01608341
06/07/00,0.007098769
07/07/00,0.015051432
10/07/00,-0.002314461
11/07/00,0.003464159
12/07/00,0.008003341
13/07/00,0.001859823
14/07/00,0.00931438
17/07/00,0.000243589
18/07/00,-0.011245173
19/07/00,-0.008011639
20/07/00,0.009047746
21/07/00,-0.010431064
24/07/00,-0.010894021
25/07/00,0.00683396
26/07/00,-0.015161536
27/07/00,-0.002023825
28/07/00,-0.020816148
31/07/00,0.007581137
01/08/00,0.004981761
02/08/00,0.000330758
03/08/00,0.009501308
04/08/00,0.007027398
07/08/00,0.01105482
08/08/00,0.002263384
09/08/00,-0.006805706
10/08/00,-0.008691576
11/08/00,0.007819287
14/08/00,0.013222941
15/08/00,-0.00487805
16/08/00,-0.003176537
17/08/00,0.010814564
18/08/00,-0.002998192
21/08/00,0.005102216
22/08/00,-0.000987056
23/08/00,0.005133167
24/08/00,0.001466313
25/08/00,-0.001320356
28/08/00,0.004972364
29/08/00,-0.002897269
30/08/00,-0.004899754
31/08/00,0.00990627
01/09/00,0.001935923
05/09/00,-0.009140811
06/09/00,-0.009986913
07/09/00,0.006754015
08/09/00,-0.005443333
11/09/00,-0.00361033
12/09/00,-0.004991573
13/09/00,0.001870428
14/09/00,-0.002822424
15/09/00,-0.010319705
18/09/00,-0.014735847
19/09/00,0.010499799
20/09/00,-0.005978699
21/09/00,-0.001677028
22/09/00,-0.000325802
25/09/00,-0.006809079
26/09/00,-0.00834582
27/09/00,-0.000546525
28/09/00,0.021893633
29/09/00,-0.015145962
02/10/00,-0.000292943
03/10/00,-0.006923774
04/10/00,0.005397022
05/10/00,0.00126764
06/10/00,-0.019281316
09/10/00,-0.005049908
10/10/00,-0.010861618
11/10/00,-0.01640157
12/10/00,-0.025938442
13/10/00,0.032738421
16/10/00,0.000229395
17/10/00,-0.018192964
18/10/00,-0.005922427
19/10/00,0.034055375
20/10/00,0.005767754
23/10/00,-0.000921577
24/10/00,0.001584227
25/10/00,-0.024152436
26/10/00,-0.000435125
27/10/00,0.010937042
30/10/00,0.0136376
31/10/00,0.021642146
01/11/00,-0.005833269
02/11/00,0.00488914
03/11/00,-0.001235969
06/11/00,0.003753552
07/11/00,-0.000317535
08/11/00,-0.015996436
09/11/00,-0.006600827
10/11/00,-0.02479425
13/11/00,-0.01092872
14/11/00,0.023087252
15/11/00,0.004854113
16/11/00,-0.012758504
17/11/00,-0.003451713
20/11/00,-0.018616287
21/11/00,0.003422644
22/11/00,-0.018815788
24/11/00,0.014477532
27/11/00,0.005257551
28/11/00,-0.009688017
29/11/00,0.004267391
30/11/00,-0.020404425
01/12/00,0.000114949
04/12/00,0.007280269
05/12/00,0.03808535
06/12/00,-0.018485659
07/12/00,-0.005968046
08/12/00,0.019317068
11/12/00,0.007399939
12/12/00,-0.006654645
13/12/00,-0.00829237
14/12/00,-0.014211883
15/12/00,-0.021794398
18/12/00,0.007940317
19/12/00,-0.013140635
20/12/00,-0.031894114
21/12/00,0.007871811
22/12/00,0.023996364
26/12/00,0.006952403
27/12/00,0.010287532
28/12/00,0.003882228
29/12/00,-0.010600959
02/01/01,-0.02853419
03/01/01,0.048782214
04/01/01,-0.010710403
05/01/01,-0.026694694
08/01/01,-0.002021509
09/01/01,0.003703086
10/01/01,0.009438872
11/01/01,0.01016298
12/01/01,-0.006354232
16/01/01,0.006022445
17/01/01,0.002021503
18/01/01,0.013717535
19/01/01,-0.004138221
22/01/01,0.000166245
23/01/01,0.012845463
24/01/01,0.002760865
25/01/01,-0.005091222
26/01/01,-0.001989486
29/01/01,0.006679844
30/01/01,0.00688158
31/01/01,-0.00573742
01/02/01,0.005367692
02/02/01,-0.017707044
05/02/01,0.00350166
06/02/01,-0.001593451
07/02/01,-0.008522272
08/02/01,-0.006332753
09/02/01,-0.013503847
12/02/01,0.011679313
13/02/01,-0.008768355
14/02/01,-0.002264777
15/02/01,0.008012149
16/02/01,-0.019164869
20/02/01,-0.017587536
21/02/01,-0.018759441
22/02/01,-0.002032319
23/02/01,-0.005649507
26/02/01,0.017260187
27/02/01,-0.007767978
28/02/01,-0.014491054
01/03/01,0.000965174
02/03/01,-0.005770671
05/03/01,0.005766343
06/03/01,0.009856432
07/03/01,0.006356941
08/03/01,0.002181261
09/03/01,-0.025150415
12/03/01,-0.044215473
13/03/01,0.014644941
14/03/01,-0.026256582
15/03/01,0.005779436
16/03/01,-0.019893873
19/03/01,0.017398447
20/03/01,-0.02444669
21/03/01,-0.018160966
22/03/01,-0.004146685
23/03/01,0.019638806
26/03/01,0.011144511
27/03/01,0.02517879
28/03/01,-0.024807698
29/03/01,-0.004715751
30/03/01,0.01065202
02/04/01,-0.012618822
03/04/01,-0.035077057
04/04/01,-0.002983907
05/04/01,0.042674331
06/04/01,-0.02026453
09/04/01,0.008006044
10/04/01,0.026627637
11/04/01,-0.002212003
12/04/01,0.014912811
16/04/01,-0.003311471
17/04/01,0.010151367
18/04/01,0.038074643
19/04/01,0.01238614
20/04/01,-0.008658031
23/04/01,-0.015172042
24/04/01,-0.012314605
25/04/01,0.015736587
26/04/01,0.004606272
27/04/01,0.01481979
30/04/01,-0.002947774
01/05/01,0.01343926
02/05/01,0.000722421
03/05/01,-0.015043482
04/05/01,0.014278076
07/05/01,-0.00250954
08/05/01,-0.001889042
09/05/01,-0.004556902
10/05/01,-0.00034584
11/05/01,-0.00766454
14/05/01,0.002546558
15/05/01,0.000357109
16/05/01,0.027996443
17/05/01,0.002660972
18/05/01,0.002630351
21/05/01,0.015965582
22/05/01,-0.002690414
23/05/01,-0.015707277
24/05/01,0.00313197
25/05/01,-0.011945392
29/05/01,-0.007883682
30/05/01,-0.015838439
31/05/01,0.006123286
01/06/01,0.003803403
04/06/01,0.00504409
05/06/01,0.012855256
06/06/01,-0.010655926
07/06/01,0.005390423
08/06/01,-0.009493007
11/06/01,-0.008442315
12/06/01,0.00111195
13/06/01,-0.011463019
14/06/01,-0.017707814
15/06/01,-0.00457837
18/06/01,-0.00494639
19/06/01,0.003376989
20/06/01,0.008619795
21/06/01,0.011248871
22/06/01,-0.009546218
25/06/01,-0.005575114
26/06/01,-0.001562297
27/06/01,-0.00473863
28/06/01,0.01236444
29/06/01,-0.001536574
02/07/01,0.009972922
03/07/01,-0.001892373
05/07/01,-0.012452952
06/07/01,-0.023833922
09/07/01,0.006800273
10/07/01,-0.014557805
11/07/01,-0.001189917
12/07/01,0.023359814
13/07/01,0.006166466
16/07/01,-0.010997704
17/07/01,0.009866745
18/07/01,-0.005612215
19/07/01,0.005979412
20/07/01,-0.003493152
23/07/01,-0.016559239
24/07/01,-0.016460641
25/07/01,0.015896776
26/07/01,0.010340143
27/07/01,0.002344326
30/07/01,-0.001133795
31/07/01,0.005500022
01/08/01,0.00382165
02/08/01,0.003904909
03/08/01,-0.005307744
06/08/01,-0.011538729
07/08/01,0.003208823
08/08/01,-0.01753127
09/08/01,-0.00013573
10/08/01,0.005619478
13/08/01,0.000897751
14/08/01,-0.003886432
15/08/01,-0.007417784
16/08/01,0.003033923
17/08/01,-0.016854698
20/08/01,0.00804011
21/08/01,-0.012204285
22/08/01,0.006880791
23/08/01,-0.002818373
24/08/01,0.019412413
27/08/01,-0.004890312
28/08/01,-0.015175053
29/08/01,-0.011263111
30/08/01,-0.017201407
31/08/01,0.00397059
04/09/01,-0.000635549
05/09/01,-0.001130503
06/09/01,-0.022715533
07/09/01,-0.018883667
10/09/01,0.006135854
17/09/01,-0.050538749
18/09/01,-0.005892679
19/09/01,-0.016314502
20/09/01,-0.031623314
21/09/01,-0.019288537
24/09/01,0.038171799
25/09/01,0.008680486
26/09/01,-0.005250834
27/09/01,0.011352832
28/09/01,0.021614363
01/10/01,-0.002338023
02/10/01,0.012190945
03/10/01,0.019691777
04/10/01,-0.002513936
05/10/01,0.001595257
08/10/01,-0.008418933
09/10/01,-0.005409419
10/10/01,0.022639633
11/10/01,0.015054368
12/10/01,-0.005320282
15/10/01,-0.001570491
16/10/01,0.006872533
17/10/01,-0.018847904
18/10/01,-0.00794369
19/10/01,0.004507479
22/10/01,0.015140797
23/10/01,-0.004748228
24/10/01,0.000347543
25/10/01,0.013588222
26/10/01,0.004060869
29/10/01,-0.024146031
30/10/01,-0.017354446
31/10/01,-4.89E-05
01/11/01,0.022657141
02/11/01,0.002823792
05/11/01,0.014251481
06/11/01,0.014390037
07/11/01,-0.002770236
08/11/01,0.002420998
09/11/01,0.001549567
12/11/01,-0.001800643
13/11/01,0.018361587
14/11/01,0.001827781
15/11/01,0.000870549
16/11/01,-0.003179487
19/11/01,0.010808317
20/11/01,-0.00735602
21/11/01,-0.004970902
23/11/01,0.011606276
26/11/01,0.006104287
27/11/01,-0.006897983
28/11/01,-0.018451627
29/11/01,0.010264965
30/11/01,-0.000689616
03/12/01,-0.008444173
04/12/01,0.013073157
05/12/01,0.022045156
06/12/01,-0.002808491
07/12/01,-0.007587603
10/12/01,-0.016022874
11/12/01,-0.002812466
12/12/01,0.00024493
13/12/01,-0.015707447
14/12/01,0.003281139
17/12/01,0.009957136
18/12/01,0.007490147
19/12/01,0.005765201
20/12/01,-0.008440088
21/12/01,0.00431399
24/12/01,-0.000237322
26/12/01,0.004087346
27/12/01,0.006701163
28/12/01,0.00332846
31/12/01,-0.011235684
02/01/02,0.005696002
03/01/02,0.009110529
04/01/02,0.006166241
07/01/02,-0.006547765
08/01/02,-0.003622503
09/01/02,-0.004837973
10/01/02,0.001192235
11/01/02,-0.009540663
14/01/02,-0.006323595
15/01/02,0.006783084
16/01/02,-0.016406201
17/01/02,0.00995282
18/01/02,-0.009999304
22/01/02,-0.007388909
23/01/02,0.007865605
24/01/02,0.003485057
25/01/02,0.000969927
28/01/02,-0.0002218
29/01/02,-0.029057828
30/01/02,0.011651499
31/01/02,0.014795862
01/02/02,-0.007131245
04/02/02,-0.025075919
05/02/02,-0.004074381
06/02/02,-0.006017964
07/02/02,-0.003114985
08/02/02,0.014721714
11/02/02,0.014210632
12/02/02,-0.004028643
13/02/02,0.009864547
14/02/02,-0.001844271
15/02/02,-0.011105515
19/02/02,-0.019081878
20/02/02,0.013395599
21/02/02,-0.015659552
22/02/02,0.008162945
25/02/02,0.017787872
26/02/02,-7.28E-05
27/02/02,0.000431939
28/02/02,-0.002878902
01/03/02,0.022354256
04/03/02,0.01927616
05/03/02,-0.006723374
06/03/02,0.014377638
07/03/02,-0.00453569
08/03/02,0.005803909
11/03/02,0.003359102
12/03/02,-0.002324372
13/03/02,-0.009934335
14/03/02,-0.00093784
15/03/02,0.011286681
18/03/02,-0.000550889
19/03/02,0.004030813
20/03/02,-0.015909971
21/03/02,0.001481784
22/03/02,-0.004275645
25/03/02,-0.014787379
26/03/02,0.005804005
27/03/02,0.005307224
28/03/02,0.002424411
01/04/02,-0.000768746
02/04/02,-0.008594307
03/04/02,-0.010071251
04/04/02,0.000807177
05/04/02,-0.003237887
08/04/02,0.002249932
09/04/02,-0.006705984
10/04/02,0.011243257
11/04/02,-0.024002073
12/04/02,0.006582782
15/04/02,-0.007671478
16/04/02,0.023120705
17/04/02,-0.002068143
18/04/02,-0.00144954
19/04/02,0.000594706
22/04/02,-0.015558748
23/04/02,-0.006248297
24/04/02,-0.00715587
25/04/02,-0.001547428
26/04/02,-0.014014471
29/04/02,-0.010178247
30/04/02,0.010680276
01/05/02,0.008791832
02/05/02,-0.00177792
03/05/02,-0.010342931
06/05/02,-0.019557025
07/05/02,-0.003053194
08/05/02,0.036790068
09/05/02,-0.01468196
10/05/02,-0.016964195
13/05/02,0.018352371
14/05/02,0.020895405
15/05/02,-0.005703281
16/05/02,0.006513277
17/05/02,0.007555728
20/05/02,-0.013409879
21/05/02,-0.011078738
22/05/02,0.005642046
23/05/02,0.010104728
24/05/02,-0.012187958
28/05/02,-0.008617454
29/05/02,-0.006460326
30/05/02,-0.002841519
31/05/02,0.002298974
03/06/02,-0.025131528
04/06/02,-1.42E-05
05/06/02,0.008787308
06/06/02,-0.019985441
07/06/02,-0.001599088
10/06/02,0.003095351
11/06/02,-0.016792393
12/06/02,0.006525442
13/06/02,-0.010566655
14/06/02,-0.002294608
17/06/02,0.028263806
18/06/02,0.000911936
19/06/02,-0.016697864
20/06/02,-0.013546273
21/06/02,-0.017213402
24/06/02,0.003588989
25/06/02,-0.016866326
26/06/02,-0.002701102
27/06/02,0.017398805
28/06/02,-0.000851837
01/07/02,-0.021647422
02/07/02,-0.021481592
03/07/02,0.006176035
05/07/02,0.036043834
08/07/02,-0.012286215
09/07/02,-0.02505732
10/07/02,-0.034579825
11/07/02,0.007440559
12/07/02,-0.006496883
15/07/02,-0.003789969
16/07/02,-0.018710143
17/07/02,0.005617085
18/07/02,-0.027418049
19/07/02,-0.039134963
22/07/02,-0.033492095
23/07/02,-0.027416446
24/07/02,0.05571662
25/07/02,-0.005675365
26/07/02,0.016715088
29/07/02,0.052638895
30/07/02,0.004212678
31/07/02,0.009716627
01/08/02,-0.03004361
02/08/02,-0.023376602
05/08/02,-0.034921695
06/08/02,0.029455995
07/08/02,0.019788712
08/08/02,0.032174665
09/08/02,0.003482128
12/08/02,-0.005364647
13/08/02,-0.021937206
14/08/02,0.039242182
15/08/02,0.011469093
16/08/02,-0.001615954
19/08/02,0.023313678
20/08/02,-0.014080225
21/08/02,0.012622238
22/08/02,0.013930053
23/08/02,-0.022971253
26/08/02,0.007483698
27/08/02,-0.013971504
28/08/02,-0.01832198
29/08/02,-0.000100012
30/08/02,-0.001910439
03/09/02,-0.042451074
04/09/02,0.01733736
05/09/02,-0.016106558
06/09/02,0.016633027
09/09/02,0.010034332
10/09/02,0.007277012
11/09/02,-0.00017062
12/09/02,-0.025124234
13/09/02,0.003236792
16/09/02,0.001420992
17/09/02,-0.01995326
18/09/02,-0.004686375
19/09/02,-0.030553545
20/09/02,0.002423905
23/09/02,-0.013952118
24/09/02,-0.017463236
25/09/02,0.02453125
26/09/02,0.018018305
27/09/02,-0.032818694
30/09/02,-0.014748022
01/10/02,0.03921908
02/10/02,-0.023893784
03/10/02,-0.010905112
04/10/02,-0.022710299
07/10/02,-0.019319846
08/10/02,0.016733451
09/10/02,-0.027689871
10/10/02,0.034344567
11/10/02,0.038291414
14/10/02,0.00727608
15/10/02,0.046225621
16/10/02,-0.024432142
17/10/02,0.02203301
18/10/02,0.005862004
21/10/02,0.017161674
22/10/02,-0.010706118
23/10/02,0.006671738
24/10/02,-0.015361617
25/10/02,0.016997737
28/10/02,-0.008324169
29/10/02,-0.009141435
30/10/02,0.009633047
31/10/02,-0.005596616
01/11/02,0.016991103
04/11/02,0.008145116
05/11/02,0.007696742
06/11/02,0.00907835
07/11/02,-0.023141139
08/11/02,-0.008825484
11/11/02,-0.020973936
12/11/02,0.007661884
13/11/02,-0.00049951
14/11/02,0.024311457
15/11/02,0.006106039
18/11/02,-0.010486859
19/11/02,-0.004052451
20/11/02,0.019205006
21/11/02,0.02120102
22/11/02,-0.003467399
25/11/02,0.002466316
26/11/02,-0.021214228
27/11/02,0.02757792
29/11/02,-0.002754141
02/12/02,-0.001922648
03/12/02,-0.014874997
04/12/02,-0.003468559
05/12/02,-0.012113407
06/12/02,0.006226165
09/12/02,-0.022445789
10/12/02,0.013841113
11/12/02,0.000543939
12/12/02,-0.003761761
13/12/02,-0.013531591
16/12/02,0.023227298
17/12/02,-0.008192413
18/12/02,-0.013252167
19/12/02,-0.007759057
20/12/02,0.012912911
23/12/02,0.001787089
24/12/02,-0.005506337
26/12/02,-0.003173322
27/12/02,-0.016178177
30/12/02,0.004527758
31/12/02,0.000469055
02/01/03,0.032640988
03/01/03,-0.000503944
06/01/03,0.022205745
07/01/03,-0.006585921
08/01/03,-0.01420551
09/01/03,0.019180813
10/01/03,-1.98E-05
13/01/03,-0.001433079
14/01/03,0.005793137
15/01/03,-0.014550722
16/01/03,-0.003969989
17/01/03,-0.014135957
21/01/03,-0.015846694
22/01/03,-0.010506994
23/01/03,0.010151947
24/01/03,-0.029689045
27/01/03,-0.016311576
28/01/03,0.012946238
29/01/03,0.006736293
30/01/03,-0.023134159
31/01/03,0.013025105
03/02/03,0.005364768
04/02/03,-0.014207742
05/02/03,-0.005469636
06/02/03,-0.006489308
07/02/03,-0.010164763
10/02/03,0.007520761
11/02/03,-0.008151089
12/02/03,-0.012787908
13/02/03,-0.001621208
14/02/03,0.021188343
18/02/03,0.019292064
19/02/03,-0.007141178
20/02/03,-0.00956675
21/02/03,0.013117767
24/02/03,-0.018571525
25/02/03,0.007148943
26/02/03,-0.013248346
27/02/03,0.011669272
28/02/03,0.004591663
03/03/03,-0.007585672
04/03/03,-0.015495726
05/03/03,0.009496923
06/03/03,-0.009402712
07/03/03,0.00820567
10/03/03,-0.026189004
11/03/03,-0.008414267
12/03/03,0.004291984
13/03/03,0.033856916
14/03/03,0.001625681
17/03/03,0.034793764
18/03/03,0.004213327
19/03/03,0.008679072
20/03/03,0.001866215
21/03/03,0.022696906
24/03/03,-0.035886864
25/03/03,0.012067982
26/03/03,-0.005510727
27/03/03,-0.001664908
28/03/03,-0.005816531
31/03/03,-0.01792082
01/04/03,0.012050699
02/04/03,0.025760987
03/04/03,-0.00508426
04/04/03,0.002714744
07/04/03,0.001208352
08/04/03,-0.001885333
09/04/03,-0.014123252
10/04/03,0.006414535
11/04/03,-0.003790205
14/04/03,0.019290421
15/04/03,0.006263891
16/04/03,-0.012331352
17/04/03,0.015396494
21/04/03,-0.001778322
22/04/03,0.02145181
23/04/03,0.008339158
24/04/03,-0.008312911
25/04/03,-0.013962915
28/04/03,0.01765776
29/04/03,0.003254105
30/04/03,-0.001022696
01/05/03,-0.000692241
02/05/03,0.014910972
05/05/03,-0.003818466
06/05/03,0.008410087
07/05/03,-0.005133872
08/05/03,-0.010124609
09/05/03,0.01416155
12/05/03,0.012440948
13/05/03,-0.002993466
14/05/03,-0.003225869
15/05/03,0.007821049
16/05/03,-0.002522487
19/05/03,-0.025249443
20/05/03,-0.001146013
21/05/03,0.003988182
22/05/03,0.009093323
23/05/03,0.001431785
27/05/03,0.019361864
28/05/03,0.001811209
29/05/03,-0.003778557
30/05/03,0.014567098
02/06/03,0.003512783
03/06/03,0.004684738
04/06/03,0.014976906
05/06/03,0.003926848
06/06/03,-0.002426391
09/06/03,-0.0120687
10/06/03,0.009068572
11/06/03,0.012733068
12/06/03,0.001012308
13/06/03,-0.009984069
16/06/03,0.022118312
17/06/03,0.000890002
18/06/03,-0.001572849
19/06/03,-0.015373337
20/06/03,0.000974978
23/06/03,-0.0142311
24/06/03,0.00182236
25/06/03,-0.008320972
26/06/03,0.010688368
27/06/03,-0.00980564
30/06/03,-0.001783214
01/07/03,0.007980722
02/07/03,0.011556651
03/07/03,-0.008145492
07/07/03,0.018801575
08/07/03,0.003387323
09/07/03,-0.005613757
10/07/03,-0.013583788
11/07/03,0.009490714
14/07/03,0.005702384
15/07/03,-0.003444546
16/07/03,-0.006359288
17/07/03,-0.012523359
18/07/03,0.011724687
21/07/03,-0.014737443
22/07/03,0.009454806
23/07/03,0.000494002
24/07/03,-0.007127919
25/07/03,0.017238644
28/07/03,-0.002177057
29/07/03,-0.007303682
30/07/03,-0.001822962
31/07/03,0.002839776
01/08/03,-0.010324265
04/08/03,0.002708465
05/08/03,-0.01783319
06/08/03,0.001664658
07/08/03,0.007241368
08/08/03,0.003544006
11/08/03,0.003052185
12/08/03,0.009892046
13/08/03,-0.006413865
14/08/03,0.006551671
15/08/03,0.000149606
18/08/03,0.009101883
19/08/03,0.002595376
20/08/03,-0.002059163
21/08/03,0.002952855
22/08/03,-0.010240768
25/08/03,0.000642466
26/08/03,0.003022578
27/08/03,4.83E-05
28/08/03,0.0060393
29/08/03,0.005130211
02/09/03,0.013757756
03/09/03,0.004163351
04/09/03,0.001639225
05/09/03,-0.006437337
08/09/03,0.009969483
09/09/03,-0.00825999
10/09/03,-0.012060685
11/09/03,0.005410001
12/09/03,0.002156118
15/09/03,-0.003773033
16/09/03,0.014181095
17/09/03,-0.003275701
18/09/03,0.013162423
19/09/03,-0.00317586
22/09/03,-0.013109041
23/09/03,0.006037273
24/09/03,-0.019296195
25/09/03,-0.006087442
26/09/03,-0.006435522
29/09/03,0.009697618
30/09/03,-0.010612476
01/10/03,0.022082261
02/10/03,0.001970021
03/10/03,0.009363366
06/10/03,0.004348163
07/10/03,0.004714225
08/10/03,-0.005289171
09/10/03,0.004764891
10/10/03,-0.000657037
13/10/03,0.006986204
14/10/03,0.003931163
15/10/03,-0.002606982
16/10/03,0.003145201
17/10/03,-0.010302063
20/10/03,0.005132182
21/10/03,0.001279517
22/10/03,-0.015105719
23/10/03,0.003292205
24/10/03,-0.004724198
27/10/03,0.002143384
28/10/03,0.015061196
29/10/03,0.001248265
30/10/03,-0.001128848
31/10/03,0.003582635
03/11/03,0.007862041
04/11/03,-0.005479191
05/11/03,-0.001383917
06/11/03,0.005899251
07/11/03,-0.004600873
10/11/03,-0.005824474
11/11/03,-0.000531717
12/11/03,0.011347241
13/11/03,-0.000129208
14/11/03,-0.007660236
17/11/03,-0.006434235
18/11/03,-0.00914101
19/11/03,0.007968365
20/11/03,-0.008483653
21/11/03,0.001559857
24/11/03,0.016081324
25/11/03,0.001703138
26/11/03,0.004301592
28/11/03,-0.000252064
01/12/03,0.011185641
02/12/03,-0.003291863
03/12/03,-0.00178938
04/12/03,0.004659836
05/12/03,-0.007729744
08/12/03,0.007305431
09/12/03,-0.00858136
10/12/03,-0.001082271
11/12/03,0.011400647
12/12/03,0.0027157
15/12/03,-0.005710967
16/12/03,0.006600518
17/12/03,0.00123901
18/12/03,0.011712887
19/12/03,-0.000493397
22/12/03,0.003907804
23/12/03,0.002798355
24/12/03,-0.001823994
26/12/03,0.001673689
29/12/03,0.012308745
30/12/03,0.000128391
31/12/03,0.002036797
02/01/04,-0.003110488
05/01/04,0.012307264
06/01/04,0.001279426
07/01/04,0.00235248
08/01/04,0.004938937
09/01/04,-0.008939223
12/01/04,0.004763382
13/01/04,-0.005357813
14/01/04,0.008248482
15/01/04,0.001340583
16/01/04,0.006837011
20/01/04,-0.000942227
21/01/04,0.007729591
22/01/04,-0.003223723
23/01/04,-0.002103248
26/01/04,0.012021717
27/01/04,-0.00985788
28/01/04,-0.013714951
29/01/04,0.004964725
30/01/04,-0.002642939
02/02/04,0.003632684
03/02/04,0.000666159
04/02/04,-0.008418388
05/02/04,0.001823896
06/02/04,0.012465475
09/02/04,-0.002596651
10/02/04,0.005002655
11/02/04,0.01059905
12/02/04,-0.004903969
13/02/04,-0.005495056
17/02/04,0.009698048
18/02/04,-0.00449043
19/02/04,-0.004152942
20/02/04,-0.002587056
23/02/04,-0.002742618
24/02/04,-0.001678517
25/02/04,0.004000873
26/02/04,0.001071746
27/02/04,1.42E-05
01/03/04,0.00957177
02/03/04,-0.005976628
03/03/04,0.001662371
04/03/04,0.003314719
05/03/04,0.001705805
08/03/04,-0.008401119
09/03/04,-0.005803123
10/03/04,-0.014756812
11/03/04,-0.015356812
12/03/04,0.01236667
15/03/04,-0.014469597
16/03/04,0.005590881
17/03/04,0.011665062
18/03/04,-0.001289225
19/03/04,-0.011251941
22/03/04,-0.01305805
23/03/04,-0.001340502
24/03/04,-0.0024137
25/03/04,0.016217029
26/03/04,-0.001035016
29/03/04,0.012904955
30/03/04,0.004011805
31/03/04,-0.000717098
01/04/04,0.005262364
02/04/04,0.008462749
05/04/04,0.007626809
06/04/04,-0.002112576
07/04/04,-0.00668344
08/04/04,-0.001077388
12/04/04,0.005131864
13/04/04,-0.01387321
14/04/04,-0.001140834
15/04/04,0.000577795
16/04/04,0.005082598
19/04/04,0.001050002
20/04/04,-0.015695095
21/04/04,0.005282392
22/04/04,0.013977274
23/04/04,0.000571673
26/04/04,-0.004470732
27/04/04,0.002253609
28/04/04,-0.01390663
29/04/04,-0.007635624
30/04/04,-0.005949584
03/05/04,0.009148539
04/05/04,0.001829886
05/05/04,0.001755101
06/05/04,-0.006757581
07/05/04,-0.013832425
10/05/04,-0.010607512
11/05/04,0.007621313
12/05/04,0.001657337
13/05/04,-0.00077779
14/05/04,-0.000687017
17/05/04,-0.010655143
18/05/04,0.006781712
19/05/04,-0.00258961
20/05/04,0.000456357
21/05/04,0.00399235
24/05/04,0.001678383
25/05/04,0.015963399
26/05/04,0.001684613
27/05/04,0.00565849
28/05/04,-0.000547111
01/06/04,0.000447963
02/06/04,0.0033588
03/06/04,-0.007465789
04/06/04,0.00521831
07/06/04,0.015822472
08/06/04,0.001526269
09/06/04,-0.009560713
10/06/04,0.004517207
14/06/04,-0.009901968
15/06/04,0.005938166
16/06/04,0.001352511
17/06/04,-0.001348825
18/06/04,0.002604256
21/06/04,-0.004183003
22/06/04,0.003613753
23/06/04,0.008454827
24/06/04,-0.003000936
25/06/04,-0.005483768
28/06/04,-0.000968384
29/06/04,0.002495649
30/06/04,0.004059644
01/07/04,-0.010505508
02/07/04,-0.003178118
06/07/04,-0.008201569
07/07/04,0.001877687
08/07/04,-0.008298375
09/07/04,0.003310731
12/07/04,0.001363061
13/07/04,0.000688925
14/07/04,-0.003316325
15/07/04,-0.004329704
16/07/04,-0.004820285
19/07/04,-0.000464775
20/07/04,0.007013298
21/07/04,-0.013449917
22/07/04,0.002682482
23/07/04,-0.009767758
26/07/04,-0.001982687
27/07/04,0.009856841
28/07/04,0.00051904
29/07/04,0.004543378
30/07/04,0.001151715
02/08/04,0.00441796
03/08/04,-0.006301844
04/08/04,-0.000984106
05/08/04,-0.016474811
06/08/04,-0.015621558
09/08/04,0.001154364
10/08/04,0.012870678
11/08/04,-0.003036273
12/08/04,-0.011763678
13/08/04,0.001455816
16/08/04,0.013542886
17/08/04,0.002173583
18/08/04,0.012346764
19/08/04,-0.003623952
20/08/04,0.006483758
23/08/04,-0.002453599
24/08/04,0.000445461
25/08/04,0.007948831
26/08/04,9.79E-05
27/08/04,0.002402463
30/08/04,-0.00783162
31/08/04,0.004600339
01/09/04,0.001491458
02/09/04,0.011130322
03/09/04,-0.004213507
07/09/04,0.006844024
08/09/04,-0.004515774
09/09/04,0.001868634
10/09/04,0.004921608
13/09/04,0.001669206
14/09/04,0.002207222
15/09/04,-0.007099433
16/09/04,0.002770037
17/09/04,0.004465062
20/09/04,-0.005662457
21/09/04,0.006287223
22/09/04,-0.014055664
23/09/04,-0.004700503
24/09/04,0.001557872
27/09/04,-0.005973799
28/09/04,0.00588924
29/09/04,0.004241148
30/09/04,-0.00021724
01/10/04,0.015046781
04/10/04,0.00321848
05/10/04,-0.000627872
06/10/04,0.006630766
07/10/04,-0.010052018
08/10/04,-0.007574912
11/10/04,0.001983298
12/10/04,-0.002290307
13/10/04,-0.007347025
14/10/04,-0.009366062
15/10/04,0.004420581
18/10/04,0.005218288
19/10/04,-0.009752682
20/10/04,0.000369946
21/10/04,0.002541082
22/10/04,-0.009782701
25/10/04,-0.000877974
26/10/04,0.01474995
27/10/04,0.012777273
28/10/04,0.001791182
29/10/04,0.002425249
01/11/04,0.000246621
02/11/04,1.66E-05
03/11/04,0.011090486
04/11/04,0.015999677
